review,lable,
Mashallah mubarak ho treen sb,Positive,
lodhran walo yaad ha zimni election me tareen ne baryani ki plate ka tana dea tha dafa kro pti ko is bar b,Negative,
Zoog ki 4G Diwais 2G ha.,Negative,
Yeh sab Kam manzur khanzeer ka Kam hay peshawar may belor shaheed Kia bolchistan may siraj rahsani ko shaheed Kia or Banu may akram durani par hamla Kia. ,Negative,
Yah manzur khanzeer Pakistan may khanna jange shoru karna chahty hay.,Negative,
 Hum Pakistani AK hay.,Positive,
 Manzur khanzeer ka or us ka faltoo koto ka ilaj serf pak army hay    ,Negative,
Tareen sb Na171 aur pp 247 mein pti k nominated candidates azaad candidates ko support kar rahy hain Jo k end of the day party ko hi nuqsan hoga!!,Negative,
Imran khan sy ek request ha k is election ma jany ka koi fiada nai n league our ppp nay election nai maan na.,Negative,
 To lihaza imran khan ko chahiya k ek press conferrence kary our us ma sari parties k samnay ek demand rakhy k pti saaf shafaf election chah thy ha lehaza saaf shafaf election k lya zaruri ha k 2013 k election ki tahqiqat ki jahy our jin logo nay b 2013 k election ma dhandli ki thy sub ko punishment di jahy our us k bad election ki tarf jaya jahy ...is purpuse k lya,Positive,
N League + PPP + Fazlul Rehman + Anp + Mqm + Jamat e Islami K Supporter sy Request Ha Is Post Ko Share Kary Warna Dramy Band Kary,Negative,
angel ek to salo bd post vo b asi khofnak . ,Negative,
allha apna rehm kre,Positive,
O mere bhaio ea videos dekh k kamaka insan ko mout se darao mat .. ,Negative,
Allah ham sab ko Qabbr ki Azaab se bachay.,Positive,
Ya allah hum sub ko qabar ke azaab se bachana,Positive,
Allah hm sbke gunaho ko maaf farmaye.. ,Positive,
Or hm sbko kbr ke azabo ke bachaye,Positive,
Hmesha Allah ki rehmat ko yad krna chahye...keu k rehmat sb chezon py haavi hy,Positive,
Jo Aurat Gair Mard Par Apni Zinat Zaahir Karne ke Liye Daman Ghasite,Negative,
Hue Chalegi Qayamat keDin wo Noor se Mehrum& Andhere me hogi,Negative,
Huzoor Sallallaho Alayhi Wasallam Farmate Hain:-,Positive,
"Aye Logo, Apni Aurto KoSingarwala Libas Pahenkar Gair Mahramo Ke Samne Nikalne Se Mana Karo.",Negative,
kindly APNEE compign koo strong karain orr bohat say kaam han kernay walay,Positive,
Ahan bhai mehar wajid Azeem pp152 ma lare ga,Positive,
Phr yar  be bhot acha canidate hai,Positive,
AoAma pti say request karta hun k NA 126 par review karay plz Maher wajid is best candidate plzzz ye seat loose mat karo,Positive,
bike pai swari itni aham nahi ka page pai upload karai.,Negative,
Hat jao washal aa rhi hai,Positive,
Muraad saeed bai nazar nai aa rahy aaj kl,Positive,
Khan Saib niklay pooray pakistan main please app humary umeed ho please,Positive,
Poor imran chanday se rah gaya.garbage collector nation,Negative,
Mashallah. Allah pak lambiii umeer day.ameen.. allah nazer say bachay.ameeennn,Positive,
Khan Saib niklay hum app Kay saath hai,Positive,
NAWAZ SHARIF KO BAGA DIA AAP KE SHUKAR GUZAR HAIN THANKS,Positive,
Thori dar wait karen inshallah bhar janye gi,Positive,
yar jaga chota he,Negative,
Chair kam hai.,Negative,
"President bnty he pury khandan air frineds ko hajj par ly jaya gaya on govt exp, apni salary mein heran kun increment, not pride but messsna",Negative,
Demaghi bemaar log is post pe laughter emoji bhej rhy hain..... -_-,Negative,
Aslam bot dhet ha tu b  Happy Birthday ,Negative,
Ap log shaadi jaldi ker lo na,Positive,
Hi madam Khubsurat smile style BA sab kuch lekin Meri Rang Se Dur Ho,Positive,
Sarah ap bohat achi lag rahi ho,Positive,
AP bahut hi ziyada khubsurt lug rahi hain g,Positive,
Mar hi jaawan yr soo cute sarah,Positive,
Ap muskaraty hovy bahut Achi lagti hn Allah apko Hamesha khush rakhy sarah khan or ap ki zindgi mein sirf khushean hi hon,Positive,
Wah behtareen ho buhoth khub Haseen or Nayab ho,Positive,
Boht piyari ho sister,Positive,
Hum logo ny 70 salo ma itna loan ni lia jitna ap logo ny 5 sal ma lia hai Attaurahman sir .,Negative,
AS A PTI SUPPRTER MUJHY SHARSHINDAGI HORAHI HY,Negative,
Lanat patwarion pr,Negative,
120 me PTi walon ko jeetnay k liye keemay walay tu dor ki bat saaday naan b denay ki zrorat nhi ha miyan saab k is halqay me last 10 years se jitni development b hoi ha oska credit Pti candidate haji Ali asgar manda ko jata ha ,Positive,
2013 k election me b onho ne azad hasiyat se miyan saab k sher ko bhari aksriyat se shakast fash ki thi is bar tu wese hi sher ki halat patli ha,Positive,
 jo banda apne area k awam aur is mulk se mukhlis ha Allah kren wohi win kre chahay wo kisi b party se ho!,Positive,
Tum zakat chor,Negative,
wo jo apka leader hai jo Madina ka kanoon lana chahta hai osy tou islam ke alif bey nahi pta ye nahi janty k hamary mazhab mai kisi ke aib tarashi bhe mna hai os ny jo kia osy oski saza mil rahi hai. ,Negative,
Me noon league ke supporter nahi magar is tarha kisi ko zaleel karna jaez nahi.,Negative,
Is ny tou youth ke language kharab kar de. ,Negative,
Ab agay dekho reham Khan ki kitab me Kya Kya inkishafat hote ha,Negative,
Bahi aj pti walay pp162 man meetha sarbat bant rahy thy do glass piye han man nay  ppp walay roz khanay ki dawat datay han pearl inn Hal Mian Wahan nahi ja sakha abhi tak ,Positive,
pml n to app k samnay aye thi gali banwani thi tahir hameed pakra Gaya ,Negative,
Ge khoon leeg aur Pti walay ase ochee harktain kartay hain. ,Negative,
In sub qawaneen ki khilaf warziyan tu imran Roxana karta rehta hay.,Negative,
"Sawabi k tarakai house main Khanay awr baryaneya khilaye jsti hay, Jo "" Shoorwa wala ,"" k name Saray Division main mashahoor hay",Positive,
Ghazi mumtaz ko shaheed krny waly jannati hain Kia?,Negative,
Khatmey nabovat sy ghadari krny waly jannati hain Kia,Negative,
"Thoora period reh gaya hay Pakistan ka, jahil qoom ko kuch period k baad andaza ho jaay ga. ",Negative,
Ghar ko aag lagay gee ghar k charaag say.,Negative,
Imran Niazi YAKATOOT KA DEHSHATGHAAR. ,Negative,
20 AFRAAD KA QATEEL.,Negative,
PUNJAB MEIN GROUND CLEAR KAR WA YA.SINDH MEIN BHI.BALOCHISTAN MEIN BHI.AUR AB YAKATOOT.LAANAT LAANAT,Negative,
.EIK AURAT KONA AAZOO BILLAHAZRAT MUHAMMAD S.A.W. KHAWAAB MEIN AA TE HAIN BASHARAT DE TE HAIN IMRAN BAAD KIDAAR QABEES SE SHAADI KAR LO AUR APNE HUSBAND SE TALAAQ LE LO.NA AAZOO BILLA.,Negative,
PHIR WOH DAJJAALA PIRNI QABEES IMRAN KO GHAIR ALLAH KO SAJDAH KAR WA TI HEY.,Negative,
INSHAALLAH.AURAT KA THARKI IMRAN ko GPL KAR NA HO GA.,Negative,
Aap kay qaum e youth to ramzan ka roza bhe 15 mins pehlay he khol diya. !! Ye record koi bhe nahein torr sakta ,Negative,
Imran zana karne ghus aya he,Negative,
hamary halqy ma poti i waly bolty hain hamri warshal ka kuch karo vote pmln ko dain gy,Negative,
jes election my insani jan ko hatra ho un say Allah hsmy ba6ay,Negative,
like karry kho di de... Kho zyaati kaarnamy kho Paki sta leader di....,Negative,
"Pakistan ki ghalazat Qamar Bajwa, cheap justice and IMRAN Niazi hain. ",Negative,
In sab k munh par chhittar ki barish.,Negative,
 Lannat beshamarGo Qamar Bajwa goGo cheap justice goGo niazi go,Negative,
Ya sb pk 32 MN ho rha hy koi puchny wala nai hy,Negative,
Hm is ki khilaf warzi krnay waly k khilaf kesay karwai kr sktay hain?,Negative,
Malik wahed NA 129 cash py wot khared rha hio,Negative,
BYSHK YE SARE BATEEYN DARUST HYN LYKIN BDQISMTE SY HMARY MULK MEIN HR ELECATION MEIN YE SARY GHYER QANONE KAAM HOTY HYN KYUN K AAJ TK ELECATION CAMMISON NY IN BYZABITEYON KA IRTKAB KRNY WALON K KHILAF KBHE BHE KOE QANONI KARWAI NHE KE OR KISE UMEEDWAR KO NAEHL NHEN KIA ..... ,Negative,
MYN ISSE UMEED PR YE VIDEO SHEIR KR RHA HON K AB ISS ELECATION MEIN ELECATION CAMMISTION NOTS LY KR APNY QANOONI IKHTEYAR KO ISTMAL KRY GA OR ELECATION KA AML SHFAF HO JAEY GA INSHA ALLAH .....,Positive,
NAHIEN KAABHI AHETAJAJ NAHAIN KUN KY AKELAL INSAN UNN PARTY WALLOW SY TAKAR NAH IN LY SAKTA AGAR HAKOMAT KOI NUMER DY TU ITELLA KAR SAKTY HAIEN,Negative,
Hamary haan aleem khan 1office ky liya 12lakh dy ky gaya hai unky liya theek hai,Positive,
Election delay ho e wale hain,Negative,
Kia Pakistan kee baqa k khelaf sazesh ha ya ni kia es se qomon k darmyan nafrat peda hoti k ni kia es se mulji saleemyat ko kjtra ni,Negative,
wo poochna tha k......... school... acadmy .... college ....aur universities mn bhi siasi campaign bann hy????????????????????,Negative,
Ye sirf pabandi pml n k liye hy pti to sab khilaf warzi kar rahi hy,Negative,
"Pti kay ham khudd lagaen gay, unko chor kar baqi sunn lain",Negative,
Vital Vital Zee lahnat tery poray khandan par Haram k Harami,Negative,
Teara koi kasor nahi teary khon mean partisan ky wakt kisi angrez ka khon mix ho gia ha esi liay pher gulami chaty ho,Negative,
Lanut randi ka bacha,Negative,
Nora in AdyalaTeri baji IK k passFoj ko gaali q deta hai nleak k kanjar,Negative,
Khalai Makhlok ki wajase tum log dushman se mehfoz hoPak Army ZindabadJhote chor ganje patwari murdabad,Negative,
Sheikh WaqqasOpr likha howa prha nhi kia .jahel khoty,Negative,
Akki KhanYani k tum ....... v good Wesy tum shkll sy bhi khesiani billi kgti ho,Negative,
aj kal kisi b masum insan k b izat mehfuz nai rah is media k waja s sb jot he nashar karty hen pir b tazlil to hojaty he naaj kal jb b mob on karogy seyasi parteyou k gandgi seyasat hi apko dehkny awr parny ko mili gi koyi maqsad k bat nai mely gi kash koyi aisa kanon to bany aisi ghaliz bathay post karny p pabandi k sat saza b mily,Negative,
Phir tho dahshat gard mazoor pasheen ko zaroor benaqab karain,Positive,
Very difficult kam han jani,Negative,
Mida Bi aur Tamam zary Bund hony chahy srif aman,Positive,
Ya waqt ki need efforts han good,Positive,
pak army humary muhafiz h,Positive,
Bhosri ky tum sirf baten chood sakty ho,Negative,
Bhot khob g,Positive,
Page astable krny ka acha way ha,Positive,
inko bhi asa right milna chahye.,Positive,
wesy bhi hamary mulk jitna tasub phel raha hy minorities ko vote hi nahi dena kisi ny,Negative,
Aqleeyat kabi marlimant ma a he nae skte,Negative,
Wahi hona chye jo quaid muslims k lye mangtay the united india me. Tb hum minority the,Positive,
Quta sirf soba sindh mai muhajron per aik arsay se laga hua hai kisi mai ki lal mai taqat hai tou kisi our per laga kar dikhae,Negative,
Election me hisa lena chaie h ho sakta pakistan ka wazeer e azam ho jayen,Positive,
Quota bhi hona chahiye or aam intekhabat mei bakki shehrioon ki terhaan azadi honi chahiye.,Negative,
Kota hona chahiye kiyun k agar intikhabi amal say guzray tu shayad elect Na ho paayen is tarha in ko mehromi ka ehsas ho ga aur being a Pakistani Muslim main nai chahta k in ko mehromi ka ehsas ho,Positive,
Hak tou Sab ka banta hay kyou Kay humsab Pakistani hay,Positive,
Yes islam n hr mazhb ko azadi di ha k wo apne mahol main skoon se rhy,Positive,
islami talimaat ky mutabiq hoona chaheay,Positive,
is k lia Quran o ahadees se ragoo kia gaai to behter ho ga,Positive,
Qadyani ko nai hona Chiay,Negative,
Bhai minorities ki makhsoos seat hoti he,Negative,
"In ki seet makhsus honi chahye,",Negative,
Sary haqooq hony cahaye,Positive,
Un k vote elag hony chahiay,Negative,
Barah-e-Meherbani is trhan ki posts zyyada kiya karain ta k humaray ilm mein izafa ho!#Shukriya,Positive,
Bakhran Wali ki aik ustani is shiq sy faida uthaty howy. Kai logon ko black mail kr k mafad hasil k Rahi hy.,Negative,
Allah k bando aksar jago pe mardo ko bhi harass kiya jata hay.es ka kon pochay ga.,Negative,
Fazool post pakistan main complain kerny wala pehly andar hota hai.,Negative,
Aj tk kuch howa hy jo ab hoga .,Negative,
Or jo ortain mardoon ko hirasaan krti Han un ki b koi commetti bnai Jay,Positive,
Ourto koo nhi mardoo koo hrasa kiya jata ha,Negative,
Agar koi Marrd Voters ko Harahan karey to kahan Report karain,Negative,
Agar wo jhota ilzam laga rahi ho tu ..... 2 no aurat,Negative,
Tehmin Jasmine is ka ghalat istmal b kia ja skta ha.... Koi kisi by gunah ko phansany k lye shrarat b kr skti ha,Negative,
R jahan mari Bahnoon ko jageerdar otha k lay jatay wahan???,Negative,
Good decision on ko bhi aam shehryun ki tarah Huqooq hony chahye,Positive,
bhot kuch sikha or pory Pakistan se youth the her alaqye se pata chala k Child and Early-Age Marriage (CEAM) ki kia wajohat kia kia hain or kese is ko kam keya ja sakta hai.,Positive,
Malik mushtaq tu lanati,Negative,
Lota sialkot ka,Negative,
moive diwnload mar ya wali,Negative,
Tum chor ho isliye,Negative,
Ese kisi ki besti nai krni chahye bhale wo crupt ho us ko usko saza suna di gai hai lekin is trha posts kr kr ke kisi ka dil na dukhaen,Negative,
..  waleed jawab dy yr auntii ko.. Tun ny b tou #2 shadian ni krni!!,Negative,
Sab say ziyada maza to pichay walo ko aarha hai,Positive,
Itni piyari sharkain,Positive,
mood thik ho gaya mera ap bhi krlo ,Positive,
Eya mai mic ghar khanri wai hundi,Negative,
"season 2 araha, writer ko bolo content mil gaya hai",Positive,
ye aunty bik gai hain ,Positive,
reporter ki jaam hogayi  btw aunty bhi sahi khael gayein !,Negative,
Aunty bohat pohnchi hoi chees hai bhai nahi pakri jaye gi,Negative,
awaam sahi mazy ly rhi,Positive,
IK naya pakistan bnaega ,Positive,
ab aunty dekh rahee hogi taraaaakkiii after flooding ,Negative,
aja janu teray veyah ka badobast hogaya,Positive,
Yaar mjhy us ny block kiya hua warna mai tag kr daita,Negative,
. Hmare mulk ny itni jldi taraki ki hn ke aap soch bhi nai sakhty****,Positive,
Hahah Waqi patwario mein koi aql nhi,Negative,
Bht awla bilkul sai kha is aunty ny ,Positive,
peechay awaam ki badchodiyan check kero. Funny debate.,Negative,
Punjab ko bnane mein Nawaz Sharif ka bohut bara hath hai ,Negative,
Jihalat ki inteha,Negative,
Nojwan nayi nasal apny mulk sy muhabbat main bht door ho rhi hai in bagairton ki waja say ,Negative,
Aunty ny bs chuss he mari ha .,Negative,
Is Aunti Ko ussi Paaani Me Dubkiyan deni chahiye joh Kal Lahore me Khara tha Shirko pr,Negative,
ab tou mujhe bhi shaadi karni hai i will vote imran bhai,Positive,
Yeh khud chahta a is umar main shadi krna.  had ogi,Negative,
Aunty ko apnay mian pe gussa tha unhon ne khan sb pe utar Dia ,Negative,
Ye es liye sath dy rahay kyun k ye khud chahty k es umar mein shadi karun ,Negative,
Haha anti on ....... Anti ko bs roads ki khubsurti sy piyaar jo kuch time bd kharab hojani,Negative,
Aunty end mei jeet gaen,Positive,
Hahahahhaha yeh khud chahte hai is umar mai nae shadi krunlol,Negative,
kasam sey aunti got no chillMagar video puri dekhna,Negative,
Laanat is oorat ki soch py,Negative,
yaar mene peeche taliyan bajani the,Positive,
YAAR YE PEECHAY HOOTING MA KER RAHI HOON ,Negative,
Mu torti hun me aunty ka,Negative,
ye jhoot bol rahay hai ,Negative,
Jahil aurat bacho ko education ke bajaye road ki bt karahi ha....,Negative,
Hahaha isay kehty hen pakki kattar pitware ourat..,Negative,
Jahalat tw pehly jumly me hi pta lg gae thi Aurat ki joSarak Ko Sharakkk bol ri,Negative,
phadda check karo,Negative,
aunty na tu govt baich di,Negative,
Un parh jahil supporter!!Isey corruption ki ABC tak maloom na hogii!,Negative,
Tu bta day,Negative,
"Blkl miyan sahb, corruption ka mission asan nhn",Negative,
Shurkain voters ki zaban toe daikhain jab tak awam jahil tab tak leader bhi jahil hi aingaein,Negative,
Iss koom ka kuch ni ho sakta,Negative,
Imran khan ko agr Vote den hai to Auske siyasi Zindage Dekhein Agar #Baji k Rishta Dena hai To auske zati Zindage Dekhein #Shukriyaaa,Positive,
Bro patwarioon ki jala di,Negative,
Hahaha peechay logon ko dekh dekh kar aur hassi aa rahi thi XD,Positive,
ye aunty k dialogues yad karlo. Kam aayein ge. Sarak banayi aur the following ,Negative,
Imran khan uncle Majboor ban gaya ha ,Negative,
safa mamala garam hai boss,Negative,
Randi hai behen chod ki bachi,Negative,
Tumhare pyaaray IK ki waat laga di,Negative,
Zaahir hai gawaro say kon lar sakta haiWoh tou mic khaa jaati agar uska bas chalta ,Negative,
Jahil aunty. Eyse loggo ki waja se to Pakistan doob gaya hai,Negative,
Sheeza Antie ki hat gai,Negative,
Aunty apse 1 request hai Ap just PogO hO hi dekhO Qk us mai nawaz Ganja kUch zyada hi ata hai,Negative,
is bacha ri ki to jan bakhs do,Negative,
"Maflooj awam hai janab yeh ab,",Negative,
 shoukeen ho chukey hain yeh ke hamain aaker koi ragrey achi tarah se khuwa wo zaradari ki surat me ho yaa sharifs ki! ,Negative,
Sharkein  thati ko bolna tau sikha do pehly ,Negative,
Piche waale log Mast majay le rhe hain.. ,Positive,
jahalat dekho,Negative,
Jahliyat k arooj pay hain aunty ,Negative,
 Bhai main in dono ma Se Kisi ka supporter nahi but ye baat admit krni pare gi k ganje k supporter's bhi ganje ki trh hi Hutiya Hain,Negative,
lagta hai road per he rehti hai. "payari payari road",Negative,
Inn aunty ki baatein sun kar dil kar raha hai jotta utha kar sir pe maaron. ,Negative,
Banda kahay sir pe rakh kar naacho sarak ko ley kar jo Nawaz Sharif ne banai hai,Negative,
Le das is bat py lakh di lanat tery tyyy aunty,Negative,
aunty ne buhut hi umdaaa finishhh kiya ,Positive,
ye ha Pakistan ki asal awam bc jahil,Negative,
Ye to tatti h,Negative,
awam baray mazay le rahay hai ,Positive,
Hahahaha Punjab ban gya Baki Karachi ki kisi ko nhe fikar sai ja rhe hai gadhe khane walle,Negative,
Yar kamal ha wsy ....,Positive,
Is urat ka dimag chal gaya hay,Negative,
Ya ha jahalat,Negative,
Hahahahah bhot tez hai aunty,Negative,
Andaza to tha hi aj dekh b lia Patwario ko peda karne wali zang Alood Machine ,Negative,
aunty bik gai Hai ,Negative,
Sub choro yeh pechay awam kitni lota hai ,Negative,
ye bik gae hai aunty,Negative,
Aunty k liye dua kro Aunty hill gae...! ,Negative,
Jahalat ki intehaa ,Negative,
Road he dikhai dety hain is awam ko ab banda kya khy bat phr wo he ha. ,Negative,
Abi barish hoi dekha nai kya hal hova aur mall road wali road shayd nai dekhi tum ny us ma itna bada gara ban gya ha##,Negative,
Tu undono husband wife ki larai kerva de babluu ,Negative,
Is jesi auntian illegal abortion krwati hein muhallon mein ,Negative,
Awam ka dimag dekh bus yeh log kabhi nai sudhar sakte,Negative,
*Itni itni pyari sarkein bnayi hain * bat pta kya hai k  Nawaz ki hukoomat aik sarkein bnane me to specialist smjhi jatin thin mgr afsoos ki bat yh k wo bhi substandard nikli k doob gyin barish meHaan har mulk me asi barish ho to pani ikatha hojata pr yh log to sarkon k specialist thy  khair yh bat to alg hai,Negative,
Aunty ap ka bhi fitay munh ,Negative,
Tera b fitay. Kunjar,Negative,
Noman Bk lg yhi RHA ,Negative,
Apni aunty Ko smjyo thora dame tm py gye ha..,Negative,
N league twadi aunty khul gai jay,Negative,
g aa Mai end kr chori a ,Negative,
Tm ne jawan bachi ko bheja Q..beghert,Negative,
Particular punjab k aunty th shugal laga dya bazar me,Positive,
Uziiii teri baat kr gae k khud is umar me shadi krna chahta.... ,Negative,
Last dialogue k chass aa gae.... ,Negative,
Ya sb bik gaye hain ...,Negative,
Warh gaye bhai!,Negative,
Gussa kr gai hai,Negative,
Yh Es lye keh rhy bcz inho ne dsri shadi krni h ,Negative,
Baat kardi aunty ne...! Dil jeet lia... phr bhi mein Imran ko vote dunga....!,Positive,
BC aunty apni taraf se bolrahi thi ,Positive,
lekin uncle ne Jo b batein ki WO sab haqeeqat thi or unho ne hadeesO ki misaal de kr proof dia,Negative,
Aunty jahaliyat k arooj pay hain.,Negative,
Is ke bachay Phir is ko lanat dain gy ,Negative,
Imtiaz Hussain II sahi khel gayii auntii ,Negative,
yhi wo patwaari hy joh samjty nhi... k bacho ko roads nhi chahiye hospitals chahiye schools chahiye.. ,Negative,
Is aunty ki language bta rahi hai sab kuch.. k kasi tarbiat hui hai is aunty ki,Negative,
4 din ata hai Larkian nachwata hai ghar chala jata hai ,Negative,
Haan waqaii imran Khan Ghlt krta Hai nikah kr k usy chaye Shahbaz Shareef ki trhan na jaiz bachy peda kry or wo ortain bhaly in patwariyon k ghr ki hi q na hon lanat Hai nikah ko Ghlt kehny walon per,Negative,
aunty ji imran khan ney ortey nhi nachwai uski party ne kya pti hi aygi nwaz ki to nind hogyi haram abb,Negative,
check kro larki ka chakar hai sub,Negative,
Mje lag raha aurat ne marna shuru kr daina he end par,Negative,
Kash aap meri bivi hoti"Nawaz shreef to this woman,Negative,
Jaheel OURAT bake mein bol rehi hai,Negative,
Nawaz shareef or k Bhai ki 5 4 our twin rahko HEIN lanat ji or WO bi ek saath,Negative,
Isko mall rd kay khaday main phenk do,Negative,
peechay awaam ka haal dehko bilawa free,Negative,
check kar anti jazbati ho rahi,Negative,
isny b famous ho jana ,Positive,
Shairrrrr ek vari phayrrrrr aaaaa,Negative,
Sirf nawaz is mulk ki theek ker sakta,Negative,
Point class ka mara aunty ne ,Positive,
nawaz Sharif pak hai to os Ne abhi tk heera Mandi khtm q nhi Ki,Negative,
koihall ni pakistani awam k b,Negative,
Ek min ek min ..ap zara 2 min chup rahe,Negative,
In ka kasoor nahi ya sab khoota ka k asar ha,Negative,
Salif awam ka maza dakh,Negative,
Baki punjab ko to yateem samjha hoa he TUMHARAY nawaz shareef ne.,Negative,
Khotay kha kha k damagh b khota ho gya he in logon ka.,Negative,
Asal baat ya ha k ALLAH na farmaya ha k jasi riyaya ho gi asay hi hakim in par mosallat kro ga tu awam hi chor or kanjar ho tu jasay k ya orat jo k orat nam par ak dabba ha.,Negative,
Han mera wo pyar ahhaa,Positive,
Tere Chehray Ki Subah Zulfon ki Shaam ,Positive,
Ye kon namoona hai red main? Rajhistan ka sindbad,Negative,
Sheikh saaab Allah pak ap ko khuss rakhy,Positive,
Ksamm aa ma ap v ejhoo souchy,Positive,
Beta try se pyar hai bs,Positive,
Vellay hain hm,Negative,
NaWww janu wo to tow hai,Positive,
Allah aap ki Hifazat karay. IK,Positive,
dirty dancer :P bilo thumka lga :D,Negative,
chummi da sawal ay ,Positive,
Ha kyuki sab hasne lag gye the nd apn toh gana gaye b ni the ,Positive,
"And that part.. Meri mehboobaaa,meri mehbooba",Positive,
hamary pass song sa b aachi cheez h ufff tatti ,Negative,
oyeee haan kurta phar k or wo wala b barsaat k mausam mai wo daru wali line,Negative,
or hum to ak kamra mai band tha or chabi gum ho gi to janu fir aaga kiya huwa ,Negative,
yar jani mil na h m missing u bht sari punchad h karna ko :'(,Positive,
itny mazey se gari ti mein,Positive,
Matlab ab cinema mai ceetiyaan na marein to kya karen? ,Negative,
Bs whe azeem din thy.. . har ghatia gana public m b sath gaya .,Negative,
jaane main kaise paida hua hoon :p :p,Negative,
Lol navaaan song labbeyaa main exams ton baad gaavaange ,Positive,
Bc like kare jaa reply ?,Negative,
Abe yrr koi nii..... uska b jugad lgaenge.... tu hi to punjab s h m to up s hu full jugadu.....,Negative,
Gan* phatii k bhahrway bharway.,Negative,
dagabaj re.... lagave jb tu lipistic lolz,Negative,
hatho mai 9 9 churian or dulhay ka sehra suhana lgta h ,Negative,
cheez bari hai maste,Negative,
Main nay tho bol daina hai college itna stressful hota hai,Negative,
"Ek to gande gaane, upar se besuri aawazein ",Negative,
Cheap se cheap gaane gaate hai hm ,Negative,
.. Bhegey Honth.. Choli key peechey and etc etc ,Negative,
bijli bhari hai mere  sb se bahaduri ka kam krti hai bechari hm ko bardhast krti hai ,Negative,
Teri battery lakho saal chale ,Positive,
Hahahhahahajahhah roti kyun h larkitu te wese hi esi hai,Negative,
DJ WALAY BABU? ,Negative,
Meri jaaneman!,Positive,
Jigar ma badi aag hai,Negative,
Chap ho aur rahogi :p,Negative,
Aja Aja...jLdi se..Delhi ki sadko pe..fir se awaaragardi krenge ,Negative,
bhai kisi aur ko keh k galiyan khani mainy kya?,Negative,
Wow rude ik chikni chameli ok,Negative,
Konsa jam session? Merko nhi yaad,Negative,
han mai bandari to bandar,Negative,
Koi hall ni tera,Negative,
yar to kya krun  khud to besharam hain dusron ko bi bnne ki talkeen kr rae. lanti,Negative,
Seriously phir gye hoe ,Negative,
"Theak hai Dar sahab, app kehta hain tu man laita hain ",Negative,
Boht baray danishver hua hai janab e Omer Darr... Kiya zaberdast qol hai onka,Positive,
Arey baba MATLAB k tareef k liye words nahi hai itni kamal hai,Positive,
Haha sakth londa hai yeai bol raha hoon,Negative,
or sis AP ki mabi abo ky pass euorapion country my hy ksi ok doctor hy Ami ko ja ky Milo or dlasa do in ko bhi AP ny Saudi lajna hy us ky bad scortland lakin batna Ni,Negative,
 Allah bohat kamyabi dein geinAp salamat rahein jeainn khush raheinn. ,Positive,
Khoob tar,Positive,
ALLAH KISI MAA KO IMRAN KHAN NA DEY...AMEEN,Negative,
Chan shah peer ya libian abasi hy Hashmim hy is ki sister is ky sat pindi my gumi hoi hy ap ky nakkah my hy ok is ko dlassa dy do koi chiz shah gi chia ho Bata dia karo lasia Lago libia report Dani hoti hy is ny,Negative,
Ayesha zahoor ko kho Jo Roman regal hy Sheikh Hashim Makhdum ka chota bahi hy apna bacha bacha ky rakhio ok sheikh hashim jis ko tum ny Imran Qureshi banya hy,Negative,
Inshalla.allah ki madad ap k sath hay,Positive,
Yah jully kis ki yad dlaty hy cozn ap kay ka Chara bigar gia AP ki taslo ki wajha sy,Negative,
Baji Hy lagti apni many is ka Kia karna hy Nasir Mughal sy is ka Kia pachab hwa tha,Negative,
Aj ap ny dil he jeet lia.jo kuch howa aj election commission ky offc may fee submitte karwaty howy,Positive,
Ap zaror jetoo gyy. In sha allah.,Positive,
kitni dafa assambly main 5 saal main gae jo awam k bill pas karnay ki baat kar rahe ho,Negative,
Sir Ased umer sab ap khan sb ko bolian Daimon ki mehom main Chaif...... ka sath dain es se humain Elction main buht faida ho ga,Positive,
Rab kareem ap ki madad kare,Positive,
"khobsorat itny ho kia bataon tum ko main,,,,,,,,,,tery aagye chand ki ye chandi kia cheeez hai",Positive,
Bhot bhot enjoy kia .awaz bhot pyiari ha .Allah ap ko mazeed kamyabian ata farmay ameen.,Positive,
jeetay raho asees,Positive,
Bohatt Khoob...,Positive,
wah wah kia kehny,Positive,
Kyaaa feel dali ha yaar tu ny. Bohaaat alaaa,Positive,
larki k bghari he video bna dali :O je oy,Negative,
Awwlaaa asees ma ny pehly audio suni thi alhamra ma ub video b bht achay,Positive,
maza ah gya,Negative,
Awsome  bhai mazza agaya ,Positive,
Bhai apki awaz bhot achi hy or kuch logo k fitrat e logo say Julius hona hota hy ap sachi main bhot acha ghatey ho,Positive,
Year bhai masha Allah kya awaz hy. Bhot e khoob nice. Your rock bro,Positive,
tum great ho brother aaaallllaaaa,Positive,
Allah aur bhi kamyab kry apko ...,Positive,
bhai kya kehnay :),Positive,
zabrdust bhai jan,Positive,
Bohaaaat alaa.. kya baat ha. Masha Allah jeety raho,Positive,
kya kehne  bhai (y),Positive,
Kamal hai yarrrr,Positive,
Bohot mudto bad asi awaz suniii hai,Positive,
Ay ishq hamen berbad na ker ...ya...Dil e muztr ko hum ne smjaya boht ha,Negative,
Me phir b tumko chahunga,Positive,
bhai mahool bna diya,Positive,
Folk type acha lgta ap p,Positive,
Bhoot time bad maza agya ,Positive,
Srf yhi wala part funny laga ,Positive,
Orange T-shirt to change karle bhai ,Negative,
break dance acha hai,Positive,
Mashallha khuda hamesha khush rakhy apko,Positive,
Meri jaan nikal jatti ho aaap ,Negative,
